Match Number,Round Number,Date,Home Team,Away Team,Result
892507,4,2023-04-23T00:00:00.000Z,Atlanta Hawks,Boston Celtics,-8
892508,4,2023-04-23T00:00:00.000Z,New York Knicks,Cleveland Cavaliers,9
892509,4,2023-04-23T00:00:00.000Z,Golden State Warriors,Sacramento Kings,1
892511,5,2023-04-24T00:00:00.000Z,Los Angeles Lakers,Memphis Grizzlies,6
892512,4,2023-04-25T00:00:00.000Z,Boston Celtics,Atlanta Hawks,-2
892513,4,2023-04-25T00:00:00.000Z,Phoenix Suns,LA Clippers,6
892514,4,2023-04-26T00:00:00.000Z,Cleveland Cavaliers,New York Knicks,-11
892515,4,2023-04-26T00:00:00.000Z,Memphis Grizzlies,Los Angeles Lakers,17
892516,4,2023-04-26T00:00:00.000Z,Sacramento Kings,Golden State Warriors,-7
892517,4,2023-04-27T00:00:00.000Z,Atlanta Hawks,Boston Celtics,-8
892528,4,2023-04-30T00:00:00.000Z,Sacramento Kings,Golden State Warriors,-20
906726,4,2023-04-16T00:00:00.000Z,Milwaukee Bucks,Miami Heat,-13
906734,4,2023-04-19T00:00:00.000Z,Milwaukee Bucks,Miami Heat,16
906741,4,2023-04-22T00:00:00.000Z,Miami Heat,Milwaukee Bucks,22
906748,4,2023-04-24T00:00:00.000Z,Miami Heat,Milwaukee Bucks,5
906753,5,2023-04-26T00:00:00.000Z,Milwaukee Bucks,Miami Heat,-2
907511,4,2023-04-16T00:00:00.000Z,Denver Nuggets,Minnesota Timberwolves,29
907520,4,2023-04-19T00:00:00.000Z,Denver Nuggets,Minnesota Timberwolves,9
907527,4,2023-04-21T00:00:00.000Z,Minnesota Timberwolves,Denver Nuggets,-9
907534,5,2023-04-23T00:00:00.000Z,Minnesota Timberwolves,Denver Nuggets,6
907540,4,2023-04-25T00:00:00.000Z,Denver Nuggets,Minnesota Timberwolves,3
892521,4,2023-04-28T00:00:00.000Z,Los Angeles Lakers,Memphis Grizzlies,40
892522,4,2023-04-28T00:00:00.000Z,Golden State Warriors,Sacramento Kings,-19
972853,4,2023-05-01T00:00:00.000Z,Boston Celtics,Philadelphia 76ers,-4
972856,4,2023-05-03T00:00:00.000Z,Boston Celtics,Philadelphia 76ers,34
972857,4,2023-05-05T00:00:00.000Z,Philadelphia 76ers,Boston Celtics,-12
970431,4,2023-04-30T00:00:00.000Z,New York Knicks,Miami Heat,-7
970433,4,2023-05-02T00:00:00.000Z,New York Knicks,Miami Heat,6
970435,4,2023-05-06T00:00:00.000Z,Miami Heat,New York Knicks,19
972860,5,2023-05-07T00:00:00.000Z,Philadelphia 76ers,Boston Celtics,1
970437,4,2023-05-08T00:00:00.000Z,Miami Heat,New York Knicks,8
970439,4,2023-05-10T00:00:00.000Z,New York Knicks,Miami Heat,9
970441,4,2023-05-12T00:00:00.000Z,Miami Heat,New York Knicks,4
972863,4,2023-05-09T00:00:00.000Z,Boston Celtics,Philadelphia 76ers,-12
972866,4,2023-05-11T00:00:00.000Z,Philadelphia 76ers,Boston Celtics,-9
967800,4,2023-04-29T00:00:00.000Z,Denver Nuggets,Phoenix Suns,18
967805,4,2023-05-01T00:00:00.000Z,Denver Nuggets,Phoenix Suns,10
967806,4,2023-05-05T00:00:00.000Z,Phoenix Suns,Denver Nuggets,7
967807,4,2023-05-07T00:00:00.000Z,Phoenix Suns,Denver Nuggets,5
967808,4,2023-05-09T00:00:00.000Z,Denver Nuggets,Phoenix Suns,16
967809,4,2023-05-11T00:00:00.000Z,Phoenix Suns,Denver Nuggets,-25
972869,4,2023-05-14T00:00:00.000Z,Boston Celtics,Philadelphia 76ers,24
1011165,4,2023-06-01T00:00:00.000Z,Denver Nuggets,Miami Heat,11
1011166,4,2023-06-04T00:00:00.000Z,Denver Nuggets,Miami Heat,-3
1011167,4,2023-06-07T00:00:00.000Z,Miami Heat,Denver Nuggets,-15
1011168,4,2023-06-09T00:00:00.000Z,Miami Heat,Denver Nuggets,-13
1011169,0,2023-06-12T00:00:00.000Z,Denver Nuggets,Miami Heat,0
1011170,0,2023-06-15T00:00:00.000Z,Miami Heat,Denver Nuggets,0
1011171,0,2023-06-18T00:00:00.000Z,Denver Nuggets,Miami Heat,0
981609,4,2023-05-02T00:00:00.000Z,Golden State Warriors,Los Angeles Lakers,-5
981611,4,2023-05-04T00:00:00.000Z,Golden State Warriors,Los Angeles Lakers,27
981615,4,2023-05-06T00:00:00.000Z,Los Angeles Lakers,Golden State Warriors,30
981619,4,2023-05-08T00:00:00.000Z,Los Angeles Lakers,Golden State Warriors,3
981623,4,2023-05-10T00:00:00.000Z,Golden State Warriors,Los Angeles Lakers,15
981627,4,2023-05-12T00:00:00.000Z,Los Angeles Lakers,Golden State Warriors,21
1007815,4,2023-05-16T00:00:00.000Z,Denver Nuggets,Los Angeles Lakers,6
1007816,4,2023-05-17T00:00:00.000Z,Boston Celtics,Miami Heat,-7
1007817,4,2023-05-18T00:00:00.000Z,Denver Nuggets,Los Angeles Lakers,5
1007818,4,2023-05-19T00:00:00.000Z,Boston Celtics,Miami Heat,-6
1007819,4,2023-05-20T00:00:00.000Z,Los Angeles Lakers,Denver Nuggets,-11
1007820,4,2023-05-21T00:00:00.000Z,Miami Heat,Boston Celtics,26
1007821,4,2023-05-22T00:00:00.000Z,Los Angeles Lakers,Denver Nuggets,-2
1007822,4,2023-05-23T00:00:00.000Z,Miami Heat,Boston Celtics,-17
1007824,4,2023-05-25T00:00:00.000Z,Boston Celtics,Miami Heat,13
1007826,4,2023-05-27T00:00:00.000Z,Miami Heat,Boston Celtics,-1
1007828,4,2023-05-29T00:00:00.000Z,Boston Celtics,Miami Heat,-19
